signal_date,horizon,mover,low_avol_return,high_avol_return,spread,n_low,n_high
2015-03-20,1,negative,1.0565218517222252e-05,0.0050316739659142734,0.005021108747397051,212,214
2015-03-18,3,positive,0.021593318642594693,0.008200497733934446,-0.013392820908660247,214,215
2015-03-18,3,negative,0.007696947977571651,0.012493328767540954,0.004796380789969303,213,214
2015-03-16,5,positive,0.020353886607366763,0.022936327885994343,0.0025824412786275806,214,215
2015-03-16,5,negative,0.026811383889350685,0.04983457768436807,0.023023193795017383,214,214
2015-03-23,1,positive,-0.001481182810985377,-0.0022743083973798964,-0.0007931255863945193,215,215
2015-03-23,1,negative,2.543347796413083e-05,-0.00047142365128102965,-0.0004968571292451604,214,215
2015-03-19,3,positive,0.0076747925426971075,0.009672700483176394,0.0019979079404792866,214,214
2015-03-19,3,negative,0.0225055561349097,0.020121383421947203,-0.0023841727129624984,213,214
2015-03-17,5,positive,0.028575401867962102,0.02803852942517542,-0.0005368724427866831,214,215
2015-03-17,5,negative,0.03082735470317329,0.020699761269845615,-0.010127593433327677,214,214
2015-03-24,1,positive,-0.012880508111384473,-0.008754799322050016,0.004125708789334458,215,215
2015-03-24,1,negative,-0.013528580262898184,-0.012608552786188165,0.000920027476710019,214,215
2015-03-20,3,positive,0.008681029217025751,-0.014043594944718997,-0.02272462416174475,214,214
2015-03-20,3,negative,-0.015917564650770533,-0.007806199126281825,0.008111365524488708,212,214
2015-03-18,5,positive,0.016316136190518263,0.0006930289961067662,-0.015623107194411496,214,215
2015-03-18,5,negative,-0.009105356844485813,-0.0008863360662109719,0.008219020778274841,213,214
2015-03-25,1,positive,0.0018164953399100751,-0.0023651434397478728,-0.004181638779657948,214,215
2015-03-25,1,negative,-0.0030156078511681217,-0.0027802800440618566,0.0002353278071062651,214,214
2015-03-23,3,positive,-0.02046963484765474,-0.018314238102416714,0.0021553967452380245,215,215
2015-03-23,3,negative,-0.012630602769423266,-0.012922358162580267,-0.0002917553931570012,214,215
2015-03-19,5,positive,-0.015805446326652497,-0.015075401993633598,0.0007300443330188998,214,214
2015-03-19,5,negative,0.020037897571908245,0.011386547871338639,-0.008651349700569607,213,214
2015-03-26,1,positive,-0.0005505224232458686,-0.0017187559208943525,-0.001168233497648484,214,215
2015-03-26,1,negative,0.0006391459521732388,0.0008351767994284967,0.00019603084725525785,214,214
2015-03-24,3,positive,-0.015126763227930459,-0.011433534596169113,0.003693228631761346,215,215
2015-03-24,3,negative,-0.014984414167756166,-0.01538118455049571,-0.00039677038273954433,214,215
2015-03-20,5,positive,-0.0012298981163410565,-0.019611267065095025,-0.01838136894875397,214,214
2015-03-20,5,negative,-0.010846787880224905,-0.007869659505812402,0.0029771283744125035,212,214
2015-03-27,1,positive,0.003996868815175602,0.011345107959637394,0.007348239144461792,214,214
2015-03-27,1,negative,0.0073263369684880425,0.010324723632154469,0.002998386663666426,213,214
2015-03-25,3,positive,-8.227749586744499e-05,0.0015925526671200056,0.0016748301629874506,214,215
